,1,2
0,11.185236,22.311968
1,24.676737,11.345719
2,15.060908,-8.364927
3,-13.547013,-13.843062
4,-26.668251,-26.61388
5,-9.547731,-25.571684
6,16.375053,2.0534294
7,-13.542625,-12.105379
8,25.147234,7.860156
9,18.534534,16.569763
10,-19.89398,-4.8189077
11,-13.45177,6.597392
12,-18.204615,-0.93173176
13,-20.555748,15.399064
14,-16.76968,5.0998135
15,-20.160572,-12.127602
16,-39.78641,-17.34625
17,-19.036865,-16.387884
18,-19.676605,-11.488705
19,-3.673329,-2.5520303
20,-14.131005,3.5234396
21,-15.498446,-1.9214649
22,-15.539526,9.127684
23,-13.196103,3.5572321
24,-14.612173,6.4161987
25,-10.642943,14.372008
26,6.3499436,-14.656667
27,-27.126282,-0.19881204
28,-15.643285,4.4622045
29,6.5323324,-13.532355
30,-14.829655,7.8435907
31,-7.614085,12.283254
32,-15.785217,6.8796673
33,-5.1526723,15.815016
34,-14.975914,18.111086
35,-14.606154,-0.33627868
36,-12.965034,14.338125
37,-13.717938,5.680975
38,-11.496518,12.917163
39,-2.240519,-3.3177218
40,-14.109857,12.876639
41,-16.446594,6.395598
42,-10.131884,12.278987
43,-12.93048,14.190611
44,-20.483414,13.761189
45,-13.634996,2.7592914
46,-12.471809,17.624096
47,5.827765,-14.3672905
48,-13.562773,2.4362986
49,-35.36693,5.6996055
50,-5.884525,6.796087
51,-11.686106,12.250725
52,-17.9566,7.593206
53,-12.040321,9.563244
54,-13.993247,1.9619308
55,-33.938107,3.9382825
56,-6.5002127,-30.299694
57,-17.972586,18.058258
58,-17.032452,0.17321981
59,-17.569208,-1.0608324
60,-18.453045,-0.8629193
61,-13.663493,10.8297205
62,12.68405,-5.892915
63,-10.640252,6.839615
64,-10.460876,-4.421413
65,-17.955671,17.998734
66,-4.91174,2.2783644
67,-12.112533,3.1654131
68,-15.718035,0.81151915
69,-11.660332,15.936384
70,4.8600936,-18.245464
71,-9.673492,3.9175026
72,-6.3447886,5.078709
73,-9.44029,-0.43260273
74,-20.078115,1.5923612
75,-33.90913,13.863605
76,-7.600029,12.252521
77,-14.938251,18.103003
78,-16.806637,12.2903185
79,-13.3003235,7.901705
80,-14.185364,5.5216737
81,-20.508205,9.10772
82,-20.210041,10.927947
83,-14.125552,8.849019
84,-8.489917,21.72945
85,-20.01686,7.2281394
86,-10.625367,14.370447
87,-18.636732,14.014872
88,-18.29036,20.826225
89,-11.228828,5.9590416
90,12.207808,-5.889814
91,-20.669928,15.092809
92,-7.1032844,4.904471
93,-4.8986645,5.6038284
94,5.1640306,22.556293
95,-18.486128,2.3934722
96,-14.940914,10.507758
97,-9.381001,-0.8339889
98,-22.988775,17.927982
99,-8.677388,2.6505516
100,-26.139225,19.98905
101,-17.108225,2.0192287
102,-14.364561,6.495854
103,7.520557,-13.603023
104,-16.18664,2.0762794
105,-9.101863,8.387717
106,-12.01448,4.412739
107,-16.615952,10.293671
108,-10.006371,10.717093
109,4.7991214,-11.433191
110,-7.453375,1.8812038
111,-12.611168,9.16063
112,-17.971903,18.058073
113,-18.292135,20.836983
114,-7.261398,8.437435
115,-13.163418,-11.158766
116,18.73668,7.3862286
117,-8.4251375,-7.7524323
118,27.226332,10.461457
119,-25.303785,0.018015772
120,-21.349554,0.5651559
121,-27.77599,12.882684
122,-22.52144,-0.06445253
123,-9.429428,16.242954
124,-16.369837,-2.0852408
125,-11.891511,7.809217
126,-2.9695356,-2.49483
127,-18.953733,1.9757904
128,15.725697,11.140689
129,6.721059,-15.99043
130,-16.528118,9.960059
131,-18.329384,9.919327
132,-9.233221,7.345075
133,-8.506485,9.896846
134,-38.73776,-14.17562
135,-9.850207,-0.6499606
136,-9.368242,6.7466874
137,3.637585,-3.0508506
138,-11.036586,12.171553
139,-14.049372,6.5009375
140,-5.350024,1.1047224
141,-7.4885206,-35.48151
142,-34.107567,4.0093384
143,0.9121128,-1.8788964
144,-12.41088,1.6018269
145,-13.535369,4.770775
146,-10.439203,-36.360573
147,-15.305745,4.663979
148,-6.5295744,-30.256279
149,-7.641456,1.9334913
150,-18.530933,-0.85171103
151,-21.974571,11.9212
152,-22.0102,8.663725
153,-17.738466,7.481696
154,-17.230566,9.180089
155,-22.813251,21.663555
156,-13.190276,8.153797
157,-32.816563,-9.1575775
158,-22.027544,11.943392
159,-8.495686,7.0569715
160,-5.9086976,0.32316968
161,-13.128107,-21.068253
162,-2.653313,-1.0063884
163,-13.035545,6.6631827
164,-12.65112,5.7393146
165,-6.7385845,-3.0949807
166,-8.341447,14.855821
167,-7.5466046,-35.504353
168,-5.533646,0.52874976
169,-6.7065973,5.9702573
170,10.163905,-13.127087
171,4.312899,25.506151
172,-9.839541,4.1100683
173,-7.8870306,10.34294
174,-4.919854,-3.7968829
175,-20.549623,-14.942447
176,-7.5782747,6.8154917
177,-22.813276,21.663454
178,4.4639463,8.786484
179,-18.399952,13.521963
180,-16.402603,14.104398
181,-14.625912,1.5479114
182,-9.378377,6.8906837
183,-33.527557,4.8028607
184,-13.351167,2.2480373
185,-8.025085,5.658431
186,-26.606905,7.657529
187,-7.7862673,28.988213
188,-13.949521,7.5844393
189,8.391123,-19.087706
190,-21.22609,-12.322002
191,-11.690853,-4.8923955
192,-11.155083,11.9268675
