,1,2
0,-43.035072,-16.304325
1,1.3527622,-27.832317
2,15.422127,-22.786673
3,-14.475427,17.894688
4,10.003279,-2.539623
5,15.337606,-29.524103
6,-15.591675,18.81803
7,22.401947,-41.05279
8,47.746693,8.492411
9,-15.447698,-7.948955
10,32.573772,31.206232
11,12.971994,26.942417
12,2.8421504,10.257733
13,22.018684,49.50417
14,-15.062837,3.7372062
15,-10.604828,11.9254
16,-17.624666,-14.054051
17,-4.107661,-33.132153
18,-27.486519,-8.014456
19,54.257572,-9.651826
20,-27.422817,-34.179024
21,9.615239,-9.6530075
22,-35.007545,-3.880676
23,-32.777718,3.573035
24,18.32628,-26.854498
25,4.031185,12.591933
26,14.761418,17.188711
27,37.570187,10.543725
28,-2.7878091,-22.975393
29,-2.7875574,-22.975573
30,-4.5368795,-11.471735
31,19.847864,8.418661
32,-13.951526,-18.051596
33,-3.2753258,9.8117075
34,4.5645537,14.580789
35,-14.360772,-3.719586
36,2.9035196,11.3005085
37,14.875744,-2.947037
38,1.0227082,-4.561565
39,9.243048,29.435898
40,-18.296085,-8.790172
41,3.8513446,-61.619217
42,33.550926,-12.551871
43,40.911247,-29.438438
44,16.838875,-1.6434282
45,-26.74789,-4.2631016
46,6.293913,6.2596445
47,7.9991674,5.9772787
48,0.08284022,17.945044
49,-6.3607416,12.552581
50,5.480788,4.2162447
51,7.6426167,10.603166
52,7.9217596,45.18314
53,4.6164145,18.675323
54,8.723422,6.093025
55,-2.3991926,7.305173
56,11.983767,-42.189194
57,3.1628065,-48.794827
58,-21.421112,-40.95921
59,8.28926,15.045231
60,-0.3871261,5.5008335
61,21.991339,40.97059
62,12.645347,18.55595
63,3.3751616,-7.0786977
64,-8.560731,-12.036909
65,3.0805328,7.1656594
66,-0.51687735,3.7598603
67,-14.309873,6.232334
68,-2.8353465,14.087383
69,6.8763814,11.8959675
70,10.415709,7.0577993
71,31.289839,21.522211
72,0.96263516,23.666174
73,-0.98617786,9.303525
74,-23.984646,-32.108624
75,53.377598,9.438924
76,-42.621796,-13.934459
77,-1.1455044,-27.666227
78,1.1275535,23.393602
79,19.481592,13.70344
80,15.366323,12.805949
81,4.0553694,13.795644
82,12.21935,16.066149
83,7.956214,4.832042
84,-17.271164,-3.581657
85,1.389112,10.352639
86,21.794537,5.317777
87,1.9124998,3.8895636
88,-25.931786,39.877583
89,-2.020095,14.369191
90,6.617437,12.773021
91,30.260855,-41.245518
92,1.0361434,23.515633
93,26.87103,6.2941084
94,1.0947902,7.0783534
95,-9.495618,11.845958
96,-11.849046,23.964258
97,11.166063,23.936848
98,-0.89867723,3.0961738
99,1.0056752,-1.8189574
100,12.692268,-31.505266
101,0.605907,10.590679
102,17.393127,-5.8327737
103,-3.5322113,-45.62414
104,21.344149,6.8134704
105,24.719925,-31.10869
106,4.3975706,10.555813
107,26.869371,6.2941613
108,12.533941,7.366384
109,7.2561145,8.115287
110,9.7791395,16.849237
111,-8.558327,-12.038704
112,20.004896,23.13629
