,1,2
0,-19.401001,-21.814213
1,18.991306,-6.4038587
2,21.227089,26.805862
3,6.8516936,22.236792
4,4.966617,-2.7672403
5,29.478949,-1.6285437
6,24.722397,28.871176
7,15.061,14.334894
8,-16.857176,45.755676
9,-42.95792,-1.4549829
10,13.602393,3.3361988
11,-0.68281597,-11.727909
12,14.668863,-6.716647
13,25.6504,-9.394136
14,-2.8209333,-21.816307
15,-13.367892,-12.862151
16,-21.672901,-3.693546
17,-11.41975,-43.849052
18,-4.7815027,5.0420976
19,-41.839108,28.124159
20,11.696536,-38.683727
21,-47.993946,7.414587
22,21.90392,-4.796529
23,6.629531,-36.471825
24,-10.55056,-41.21855
25,-7.0463834,-29.73761
26,15.297325,-44.280106
27,5.965703,-20.83189
28,-19.152348,0.3429271
29,36.409477,5.156162
30,3.8035004,-13.404386
31,4.7300496,25.394775
32,-5.825702,33.84539
33,36.61173,-18.687727
34,-21.104483,0.24495557
35,3.6546838,10.651492
36,-12.78416,9.474302
37,1.7963548,14.033244
38,29.607128,-9.0109825
39,37.782578,-11.074474
40,23.113922,11.512169
41,0.6990621,26.258884
42,11.571743,-28.563902
43,40.442177,-34.48146
44,-15.787918,-20.074844
45,9.725606,-18.850683
46,-26.33586,-7.4224744
47,-25.584349,25.143091
48,-6.985095,-25.961842
49,6.5082927,7.1838293
50,-16.668398,27.26652
51,10.261079,-4.5407176
52,34.922382,16.346134
53,-24.70625,-2.790005
54,20.533276,33.752525
55,17.676275,15.133456
56,11.859544,-29.893032
57,23.718128,5.3623943
58,-36.941525,1.5768657
59,-29.733816,1.4221334
60,12.872194,6.730919
61,18.515112,18.887726
62,-51.96603,5.7307224
63,26.04701,-9.2015705
64,-21.278656,-47.572514
65,24.422693,2.5854485
66,-14.032889,-3.7566793
67,-28.842037,22.948744
68,-19.723238,-0.78557056
69,1.7078553,22.095957
70,-21.92143,35.45379
71,-17.563454,-7.715446
72,-47.176956,-5.383415
73,-25.56563,13.62358
74,4.5247836,32.466656
75,7.481674,-40.01778
76,7.532014,22.902113
77,22.526613,22.75683
78,26.703323,1.2998745
79,0.3285199,29.448597
80,37.313442,21.300827
81,33.32291,17.269289
82,45.909298,-0.9223254
83,-32.58261,-34.528564
84,26.422407,21.289377
85,3.9312434,6.9779673
86,22.853079,-0.9523333
87,6.0121737,-29.733347
88,14.947613,26.346607
89,7.6157894,-2.6935668
90,-21.726383,2.0462763
91,13.609835,-10.175167
92,-36.24652,-14.446453
93,-3.8551254,36.9552
94,-50.673634,-5.307993
95,29.793411,17.285334
96,2.9519877,-1.4738717
97,-19.325932,27.343357
98,7.973072,42.54921
99,-34.725616,-15.945474
100,34.36848,21.95429
101,-19.586683,-10.299264
102,-8.8975525,-7.390682
103,-3.4754598,2.4237902
104,-6.2367716,15.201691
105,-19.022335,2.0328515
106,11.743487,-31.494293
107,3.4751754,5.2548575
108,-37.900196,-19.404503
109,-3.0430284,41.46774
110,-23.791372,-10.330622
111,-38.364838,8.761505
112,-4.616867,-0.81596255
113,-22.273834,30.042578
114,-18.711477,12.610603
115,-8.777048,25.83892
116,7.015584,27.982744
117,-36.014523,22.034813
118,2.9044442,-1.2640146
119,-25.367352,26.488125
120,-19.662046,-30.661295
121,-0.37490565,2.0405576
122,-3.8149917,-45.381668
123,-34.678055,-15.901214
124,1.6317188,11.406772
125,-31.098509,24.085218
126,6.7599306,-14.875712
127,-33.82158,-14.95436
128,5.7110896,-45.445686
129,-28.87197,26.536621
130,-24.959963,16.386482
131,-17.706877,-12.048339
132,-25.278622,28.913177
133,12.06672,20.813707
134,-7.9604297,28.471502
135,49.533447,-5.6071243
136,-4.9395013,9.004586
137,-2.4392898,5.6237516
138,-7.1117454,10.490071
139,-4.6233644,5.342049
140,10.304184,-45.33321
141,23.3012,-22.146803
142,36.173756,29.658684
143,-0.343367,-26.738516
144,-38.323673,-20.035496
145,-40.369347,-19.081682
146,5.644748,-38.90901
147,-5.262496,17.931929
148,40.7446,-11.150738
149,20.724394,26.917133
150,-10.967167,-41.1936
151,49.57594,-10.302747
152,-41.997063,15.3810425
153,-8.055631,6.116456
154,-25.78912,-7.489161
155,-25.087973,11.368171
156,-18.13947,-0.9591354
157,-14.359107,-42.410797
158,26.505177,-20.806396
159,-2.5832703,-21.451305
160,19.042908,-40.615086
161,3.323243,9.160833
162,12.965039,26.052137
163,-28.120962,19.714514
164,7.9035444,15.071222
165,-10.915858,-20.600317
166,7.20114,-3.7843878
167,13.361494,-19.906382
168,12.690277,-18.38339
169,-2.5365698,-13.303822
170,-29.787483,-8.13467
171,2.5338507,-39.11195
172,41.794216,-19.259405
173,-17.750937,-9.509406
174,-36.273216,-1.405007
175,0.85191363,24.531843
176,-1.3292572,8.53195
177,43.59447,-10.1247635
178,-0.5581531,-43.189686
179,24.850674,44.739983
180,-3.2512302,-21.849474
181,9.834942,-31.304937
182,-18.45907,-23.964573
183,-12.744871,-15.623515
184,-3.7472456,10.354141
185,0.018736672,-17.730858
186,13.945516,11.186409
187,35.59101,-2.2265275
188,-23.54076,-2.0891511
189,-31.972954,5.773255
190,9.288554,-26.999699
191,17.857275,2.9779503
192,42.85805,15.529954
193,-28.769539,17.430248
194,31.689644,-22.938139
195,-50.676243,-5.318181
196,5.2279897,-8.46115
197,-7.2759104,-26.628351
198,39.104465,-9.515
199,26.16418,-14.291747
200,-3.6982522,-18.4536
201,18.017876,-16.790638
202,15.7404585,-50.47854
203,-23.644909,26.114199
204,8.858011,-7.822552
205,-15.764224,-47.11117
206,-1.5169384,11.4587555
207,-0.55366313,-43.19032
208,-33.11542,14.897177
209,45.188004,-2.923999
210,27.260712,5.703932
211,4.818779,36.343605
212,12.108443,1.2213064
213,-40.276108,-19.1165
214,5.241791,34.069145
215,-1.1726499,-15.852885
216,1.7693759,-4.294445
217,31.318285,-6.7457857
218,-2.2327805,-22.553507
219,25.422792,-25.477024
220,-23.301565,27.27047
221,-9.436717,-3.479043
222,-28.925097,-30.441525
223,-27.319262,-11.772248
224,26.469791,-10.996477
225,-15.110393,44.64808
226,-1.7875476,-25.931568
227,-38.955944,0.10490798
228,-20.313185,-9.1555605
229,-22.303486,-26.735844
230,5.3055577,-17.999012
231,-9.997736,-28.630426
232,-8.459693,-39.126686
233,-33.175236,34.166016
234,-9.738818,9.780607
235,3.61616,-11.2506
236,-8.649853,20.961388
237,48.684998,20.34652
238,-13.526673,23.235489
239,10.081592,-9.495401
240,39.633305,-18.630426
241,-10.207211,2.7605498
242,8.859135,34.481956
243,32.362812,-5.900249
244,-41.139687,-1.485486
245,4.755988,2.6421926
246,-36.193455,5.6511927
247,19.389875,-4.7022576
248,-51.608845,-11.432606
249,-21.371096,23.923058
250,-1.5705609,1.5519812
251,18.173307,-27.037096
252,-4.4032397,26.010757
253,18.713747,-25.677326
254,19.59274,-24.768642
255,18.738651,-2.9153311
256,7.977698,24.73293
257,37.2356,21.64135
258,7.6901746,-3.928101
259,-35.96367,21.790014
260,-30.092115,-36.81951
261,-20.296875,-16.369318
262,-15.137117,1.4407576
263,-32.064198,19.312262
264,-25.894533,-28.713367
265,-41.809196,22.984097
266,10.85151,22.899586
267,52.28416,14.6009865
268,-5.839018,9.677313
269,-5.7777853,-13.311831
270,9.6312,34.649517
271,11.778382,-4.299445
272,17.155325,20.541714
273,-16.82316,47.388657
274,19.240112,17.155727
275,32.662888,-29.221148
276,10.302097,13.539446
277,1.1912792,38.957394
278,5.8404584,-5.8407445
279,10.689837,35.247055
280,-2.2886164,21.28365
281,-12.9006195,-19.80034
282,-25.923304,27.153816
283,41.103893,-12.120684
284,4.8550406,4.558844
285,-4.639119,31.02719
286,9.081915,-5.969935
287,-17.601309,20.572725
288,11.267552,20.347675
289,-21.119541,6.2322907
290,-44.079338,-4.288116
291,40.505417,-19.757677
292,16.54977,-29.210281
293,31.087465,-27.648506
294,-13.02262,16.835613
295,18.871115,-29.06949
296,-25.73308,0.9982196
297,5.0489197,1.359433
298,6.9400268,-16.513567
299,0.2753853,47.24317
300,14.594343,16.212173
301,-23.674927,2.19102
302,-4.1113687,7.729358
303,-1.1845095,0.92236465
304,10.633105,5.440719
305,7.5815353,15.338849
306,-7.005695,14.472541
307,7.1424875,9.142832
308,-4.64435,6.426279
309,-9.499548,41.029663
310,-6.409126,-36.567528
311,-11.968725,-9.777257
312,-36.24098,-2.1540112
313,-7.9089675,-12.696743
314,50.59225,-3.3327346
315,32.699276,16.109907
316,-1.6614591,-25.888775
317,11.989424,-3.319262
318,-14.870196,13.731594
319,-11.424496,-4.161578
320,-25.024836,-31.594
321,11.479586,4.6249785
322,-14.896507,-7.814635
323,-0.9609116,37.90829
324,1.7613729,32.10946
325,16.385311,13.114585
326,-44.94803,-10.002839
327,20.291807,8.646356
328,-15.6256695,-0.8174276
329,-5.482628,-29.095913
330,14.368104,-8.378382
331,-1.6432266,27.129808
332,6.3552976,-14.525258
333,-46.891056,-6.756429
334,5.5834837,27.930656
335,-5.8712835,-41.198147
336,11.852275,10.464944
337,-26.770552,-2.7723
338,23.079582,-25.785275
339,24.364862,-4.7816477
340,-43.5305,-32.379787
341,-18.515802,-10.734469
342,-15.092778,17.59554
343,-11.582028,-10.377883
344,-17.973352,27.75781
345,6.604374,-15.655854
346,-41.579254,-1.4301143
347,32.154922,18.521158
348,38.42331,-10.450646
349,-1.5657825,27.069777
350,-51.07329,5.52792
351,32.577236,-4.3817086
352,-23.005133,-22.691444
353,-38.35753,-24.46333
354,25.620941,14.919553
355,-35.974964,10.0308
356,51.265606,-6.6248236
357,-19.493626,-1.9389066
358,-27.65733,0.29456314
359,-16.010656,9.778604
360,-22.327469,18.263802
361,41.538475,-3.6420345
362,31.866287,-27.604929
363,-35.329453,39.6796
364,-34.87708,-24.676643
365,-49.9393,-1.488794
366,20.323593,-40.603962
367,-28.074192,4.395522
368,39.74711,-8.423869
369,22.129017,-16.393808
370,-27.849533,22.758188
371,-32.356583,30.08938
372,1.4694397,7.89078
373,21.031792,6.494011
374,-17.18308,46.588642
375,28.583435,-0.015560096
376,-10.8928995,-2.9085667
377,35.01002,-11.769506
378,38.440144,-8.354948
379,-30.686514,29.28537
380,44.514893,-28.059628
381,39.628643,-10.459062
382,-32.908237,-7.604468
383,30.678196,-17.943981
